lpp_1943.1	"s1p: 
s1c: 
s1o: 
s1t: 
"	"s1p: publication-91
s1c: chapter
s1o: ordinal-entity
s1t: thing
"
minecraft-4-13-funny-cube-B52-A27_1451.8	"s8p: 
s8b: 
s8b2: 
s8r: 
s8s: 
s8c: 
"	"s8p: put-down-17
s8b: builder
s8b2: block
s8r: red
s8s: space
s8c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.9	"s9p: 
s9b: 
s9b2: 
s9r: 
s9s: 
s9c: 
"	"s9p: put-down-17
s9b: builder
s9b2: block
s9r: red
s9s: space
s9c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.10	"s10p: 
s10b: 
s10b2: 
s10r: 
s10s: 
s10c: 
"	"s10p: put-down-17
s10b: builder
s10b2: block
s10r: red
s10s: space
s10c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.11	"s11p: 
s11b: 
s11b2: 
s11r: 
s11s: 
s11c: 
"	"s11p: put-down-17
s11b: builder
s11b2: block
s11r: red
s11s: space
s11c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.12	"s12p: 
s12b: 
s12b2: 
s12r: 
s12s: 
s12c: 
"	"s12p: put-down-17
s12b: builder
s12b2: block
s12r: red
s12s: space
s12c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.13	"s13a: 
s13r: 
s13y: 
s13b: 
s13m: 
"	"s13a: and
s13r: remove-01
s13y: you
s13b: block
s13m: middle-01
"
minecraft-4-13-funny-cube-B52-A27_1451.13	"s13a: 
s13r: 
s13y: 
s13b: 
s13m: 
"	"s13a: and
s13r: remove-01
s13y: you
s13b: block
s13m: middle-01
"
minecraft-4-13-funny-cube-B52-A27_1451.14	"s14p: 
s14b: 
s14b2: 
s14r: 
s14s: 
s14c: 
"	"s14p: pick-up-04
s14b: builder
s14b2: block
s14r: red
s14s: space
s14c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.15	"s15m: 
s15y: 
s15w: 
s15a: 
s15d: 
s15d2: 
s15t2: 
s15b: 
s15l: 
s15s: 
s15b2: 
s15a2: 
s15t: 
s15r: 
s15p: 
"	"s15m: make-01
s15y: you
s15w: wall
s15a: another
s15d: dimension-entity
s15d2: dimension-entity
s15t2: thing
s15b: blue
s15l: leave-13
s15s: space
s15b2: between-01
s15a2: and
s15t: thing
s15r: red
s15p: parallel-01
"
minecraft-4-13-funny-cube-B52-A27_1451.15	"s15m: 
s15y: 
s15w: 
s15a: 
s15d: 
s15d2: 
s15t2: 
s15b: 
s15l: 
s15s: 
s15b2: 
s15a2: 
s15t: 
s15r: 
s15p: 
"	"s15m: make-01
s15y: you
s15w: wall
s15a: another
s15d: dimension-entity
s15d2: dimension-entity
s15t2: thing
s15b: blue
s15l: leave-13
s15s: space
s15b2: between-01
s15a2: and
s15t: thing
s15r: red
s15p: parallel-01
"
minecraft-4-13-funny-cube-B52-A27_1451.15	"s15m: 
s15y: 
s15w: 
s15a: 
s15d: 
s15d2: 
s15t2: 
s15b: 
s15l: 
s15s: 
s15b2: 
s15a2: 
s15t: 
s15r: 
s15p: 
"	"s15m: make-01
s15y: you
s15w: wall
s15a: another
s15d: dimension-entity
s15d2: dimension-entity
s15t2: thing
s15b: blue
s15l: leave-13
s15s: space
s15b2: between-01
s15a2: and
s15t: thing
s15r: red
s15p: parallel-01
"
minecraft-4-13-funny-cube-B52-A27_1451.15	"s15m: 
s15y: 
s15w: 
s15a: 
s15d: 
s15d2: 
s15t2: 
s15b: 
s15l: 
s15s: 
s15b2: 
s15a2: 
s15t: 
s15r: 
s15p: 
"	"s15m: make-01
s15y: you
s15w: wall
s15a: another
s15d: dimension-entity
s15d2: dimension-entity
s15t2: thing
s15b: blue
s15l: leave-13
s15s: space
s15b2: between-01
s15a2: and
s15t: thing
s15r: red
s15p: parallel-01
"
minecraft-4-13-funny-cube-B52-A27_1451.16	"s16h2: 
s16h: 
s16r: 
s16a: 
"	"s16h2: have-part-91
s16h: hole
s16r: request-confirmation-91
s16a: also
"
minecraft-4-13-funny-cube-B52-A27_1451.16	"s16h2: 
s16h: 
s16r: 
s16a: 
"	"s16h2: have-part-91
s16h: hole
s16r: request-confirmation-91
s16a: also
"
minecraft-4-13-funny-cube-B52-A27_1451.17	"s17p: 
s17b: 
s17b2: 
s17b3: 
s17s: 
s17c: 
"	"s17p: put-down-17
s17b: builder
s17b2: block
s17b3: blue
s17s: space
s17c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.18	"s18c: 
"	"s18c: confirm-01
"
minecraft-4-13-funny-cube-B52-A27_1451.19	"s19p: 
s19b: 
s19b2: 
s19b3: 
s19s: 
s19c: 
"	"s19p: put-down-17
s19b: builder
s19b2: block
s19b3: blue
s19s: space
s19c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.20	"s20p: 
s20b: 
s20b2: 
s20b3: 
s20s: 
s20c: 
"	"s20p: put-down-17
s20b: builder
s20b2: block
s20b3: blue
s20s: space
s20c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.21	"s21p: 
s21b: 
s21b2: 
s21b3: 
s21s: 
s21c: 
"	"s21p: put-down-17
s21b: builder
s21b2: block
s21b3: blue
s21s: space
s21c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.22	"s22p: 
s22b: 
s22b2: 
s22b3: 
s22s: 
s22c: 
"	"s22p: put-down-17
s22b: builder
s22b2: block
s22b3: blue
s22s: space
s22c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.23	"s23p: 
s23b: 
s23b2: 
s23b3: 
s23s: 
s23c: 
"	"s23p: put-down-17
s23b: builder
s23b2: block
s23b3: blue
s23s: space
s23c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.24	"s24p: 
s24b: 
s24b2: 
s24b3: 
s24s: 
s24c: 
"	"s24p: put-down-17
s24b: builder
s24b2: block
s24b3: blue
s24s: space
s24c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.25	"s25p: 
s25b: 
s25b2: 
s25b3: 
s25s: 
s25c: 
"	"s25p: put-down-17
s25b: builder
s25b2: block
s25b3: blue
s25s: space
s25c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.26	"s26c: 
s26y: 
s26t: 
s26b: 
s26o: 
s26s: 
s26b2: 
s26c2: 
s26b5: 
s26n: 
s26s3: 
s26b4: 
s26r: 
s26b3: 
s26i2: 
s26s2: 
s26i3: 
"	"s26c: connect-01
s26y: you
s26t: they
s26b: block
s26o: orange
s26s: space
s26b2: bottom-03
s26c2: cartesian-framework-91
s26b5: build-space
s26n: next-to-02
s26s3: side
s26b4: both
s26r: rate-entity-91
s26b3: block
s26i2: include-91
s26s2: side
s26i3: include-91
"
minecraft-4-13-funny-cube-B52-A27_1451.26	"s26c: 
s26y: 
s26t: 
s26b: 
s26o: 
s26s: 
s26b2: 
s26c2: 
s26b5: 
s26n: 
s26s3: 
s26b4: 
s26r: 
s26b3: 
s26i2: 
s26s2: 
s26i3: 
"	"s26c: connect-01
s26y: you
s26t: they
s26b: block
s26o: orange
s26s: space
s26b2: bottom-03
s26c2: cartesian-framework-91
s26b5: build-space
s26n: next-to-02
s26s3: side
s26b4: both
s26r: rate-entity-91
s26b3: block
s26i2: include-91
s26s2: side
s26i3: include-91
"
minecraft-4-13-funny-cube-B52-A27_1451.26	"s26c: 
s26y: 
s26t: 
s26b: 
s26o: 
s26s: 
s26b2: 
s26c2: 
s26b5: 
s26n: 
s26s3: 
s26b4: 
s26r: 
s26b3: 
s26i2: 
s26s2: 
s26i3: 
"	"s26c: connect-01
s26y: you
s26t: they
s26b: block
s26o: orange
s26s: space
s26b2: bottom-03
s26c2: cartesian-framework-91
s26b5: build-space
s26n: next-to-02
s26s3: side
s26b4: both
s26r: rate-entity-91
s26b3: block
s26i2: include-91
s26s2: side
s26i3: include-91
"
minecraft-4-13-funny-cube-B52-A27_1451.26	"s26c: 
s26y: 
s26t: 
s26b: 
s26o: 
s26s: 
s26b2: 
s26c2: 
s26b5: 
s26n: 
s26s3: 
s26b4: 
s26r: 
s26b3: 
s26i2: 
s26s2: 
s26i3: 
"	"s26c: connect-01
s26y: you
s26t: they
s26b: block
s26o: orange
s26s: space
s26b2: bottom-03
s26c2: cartesian-framework-91
s26b5: build-space
s26n: next-to-02
s26s3: side
s26b4: both
s26r: rate-entity-91
s26b3: block
s26i2: include-91
s26s2: side
s26i3: include-91
"
minecraft-4-13-funny-cube-B52-A27_1451.26	"s26c: 
s26y: 
s26t: 
s26b: 
s26o: 
s26s: 
s26b2: 
s26c2: 
s26b5: 
s26n: 
s26s3: 
s26b4: 
s26r: 
s26b3: 
s26i2: 
s26s2: 
s26i3: 
"	"s26c: connect-01
s26y: you
s26t: they
s26b: block
s26o: orange
s26s: space
s26b2: bottom-03
s26c2: cartesian-framework-91
s26b5: build-space
s26n: next-to-02
s26s3: side
s26b4: both
s26r: rate-entity-91
s26b3: block
s26i2: include-91
s26s2: side
s26i3: include-91
"
minecraft-4-13-funny-cube-B52-A27_1451.26	"s26c: 
s26y: 
s26t: 
s26b: 
s26o: 
s26s: 
s26b2: 
s26c2: 
s26b5: 
s26n: 
s26s3: 
s26b4: 
s26r: 
s26b3: 
s26i2: 
s26s2: 
s26i3: 
"	"s26c: connect-01
s26y: you
s26t: they
s26b: block
s26o: orange
s26s: space
s26b2: bottom-03
s26c2: cartesian-framework-91
s26b5: build-space
s26n: next-to-02
s26s3: side
s26b4: both
s26r: rate-entity-91
s26b3: block
s26i2: include-91
s26s2: side
s26i3: include-91
"
minecraft-4-13-funny-cube-B52-A27_1451.26	"s26c: 
s26y: 
s26t: 
s26b: 
s26o: 
s26s: 
s26b2: 
s26c2: 
s26b5: 
s26n: 
s26s3: 
s26b4: 
s26r: 
s26b3: 
s26i2: 
s26s2: 
s26i3: 
"	"s26c: connect-01
s26y: you
s26t: they
s26b: block
s26o: orange
s26s: space
s26b2: bottom-03
s26c2: cartesian-framework-91
s26b5: build-space
s26n: next-to-02
s26s3: side
s26b4: both
s26r: rate-entity-91
s26b3: block
s26i2: include-91
s26s2: side
s26i3: include-91
"
minecraft-4-13-funny-cube-B52-A27_1451.27	"s27p: 
s27b: 
s27b2: 
s27o: 
s27s: 
s27c: 
"	"s27p: put-down-17
s27b: builder
s27b2: block
s27o: orange
s27s: space
s27c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.28	"s28p: 
s28b: 
s28b2: 
s28o: 
s28s: 
s28c: 
"	"s28p: put-down-17
s28b: builder
s28b2: block
s28o: orange
s28s: space
s28c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.29	"s29h: 
s29c: 
"	"s29h: have-mod-91
s29c: cozy
"
minecraft-4-13-funny-cube-B52-A27_1451.30	"s30a: 
s30s: 
s30h2: 
s30h: 
s30s2: 
s30p: 
"	"s30a: and
s30s: sorry-01
s30h2: have-substitute-91
s30h: have-color-91
s30s2: side
s30p: purple
"
minecraft-4-13-funny-cube-B52-A27_1451.30	"s30a: 
s30s: 
s30h2: 
s30h: 
s30s2: 
s30p: 
"	"s30a: and
s30s: sorry-01
s30h2: have-substitute-91
s30h: have-color-91
s30s2: side
s30p: purple
"
minecraft-4-13-funny-cube-B52-A27_1451.30	"s30a: 
s30s: 
s30h2: 
s30h: 
s30s2: 
s30p: 
"	"s30a: and
s30s: sorry-01
s30h2: have-substitute-91
s30h: have-color-91
s30s2: side
s30p: purple
"
minecraft-4-13-funny-cube-B52-A27_1451.31	"s31p: 
s31b: 
s31b2: 
s31o: 
s31s: 
s31c: 
"	"s31p: pick-up-04
s31b: builder
s31b2: block
s31o: orange
s31s: space
s31c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.32	"s32p: 
s32b: 
s32b2: 
s32o: 
s32s: 
s32c: 
"	"s32p: put-down-17
s32b: builder
s32b2: block
s32o: orange
s32s: space
s32c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.33	"s33p: 
s33b: 
s33b2: 
s33o: 
s33s: 
s33c: 
"	"s33p: pick-up-04
s33b: builder
s33b2: block
s33o: orange
s33s: space
s33c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.34	"s34p: 
s34b: 
s34b2: 
s34p2: 
s34s: 
s34c: 
"	"s34p: put-down-17
s34b: builder
s34b2: block
s34p2: purple
s34s: space
s34c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.35	"s35d: 
s35b: 
"	"s35d: deal-03
s35b: big-01
"
minecraft-4-13-funny-cube-B52-A27_1451.35	"s35d: 
s35b: 
"	"s35d: deal-03
s35b: big-01
"
minecraft-4-13-funny-cube-B52-A27_1451.36	"s36c: 
s36y: 
s36t2: 
s36t4: 
s36s2: 
s36s: 
s36t: 
s36c2: 
s36b: 
s36t3: 
"	"s36c: connect-01
s36y: you
s36t2: thing
s36t4: thing
s36s2: same-01
s36s: space
s36t: top-06
s36c2: cartesian-framework-91
s36b: build-space
s36t3: then
"
minecraft-4-13-funny-cube-B52-A27_1451.36	"s36c: 
s36y: 
s36t2: 
s36t4: 
s36s2: 
s36s: 
s36t: 
s36c2: 
s36b: 
s36t3: 
"	"s36c: connect-01
s36y: you
s36t2: thing
s36t4: thing
s36s2: same-01
s36s: space
s36t: top-06
s36c2: cartesian-framework-91
s36b: build-space
s36t3: then
"
minecraft-4-13-funny-cube-B52-A27_1451.36	"s36c: 
s36y: 
s36t2: 
s36t4: 
s36s2: 
s36s: 
s36t: 
s36c2: 
s36b: 
s36t3: 
"	"s36c: connect-01
s36y: you
s36t2: thing
s36t4: thing
s36s2: same-01
s36s: space
s36t: top-06
s36c2: cartesian-framework-91
s36b: build-space
s36t3: then
"
minecraft-4-13-funny-cube-B52-A27_1451.36	"s36c: 
s36y: 
s36t2: 
s36t4: 
s36s2: 
s36s: 
s36t: 
s36c2: 
s36b: 
s36t3: 
"	"s36c: connect-01
s36y: you
s36t2: thing
s36t4: thing
s36s2: same-01
s36s: space
s36t: top-06
s36c2: cartesian-framework-91
s36b: build-space
s36t3: then
"
minecraft-4-13-funny-cube-B52-A27_1451.37	"s37p: 
s37b: 
s37b2: 
s37p2: 
s37s: 
s37c: 
"	"s37p: put-down-17
s37b: builder
s37b2: block
s37p2: purple
s37s: space
s37c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.38	"s38p: 
s38b: 
s38b2: 
s38o: 
s38s: 
s38c: 
"	"s38p: put-down-17
s38b: builder
s38b2: block
s38o: orange
s38s: space
s38c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.39	"s39b: 
"	"s39b: be-done-08
"
minecraft-3-30-orange-flat-original-l_1106.1	"s1s: 
s1m: 
"	"s1s: start-01
s1m: mission-01
"
minecraft-3-30-orange-flat-original-l_1106.1	"s1s: 
s1m: 
"	"s1s: start-01
s1m: mission-01
"
minecraft-3-30-orange-flat-original-l_1106.2	"s2s: 
s2h: 
s2a: 
"	"s2s: say-01
s2h: hello
s2a: architect
"
minecraft-3-30-orange-flat-original-l_1106.4	"s4l: 
s4y: 
s4b: 
s4i: 
s4a: 
s4t: 
"	"s4l: like-02
s4y: you
s4b: build-01
s4i: i
s4a: umr-unknown
s4t: today
"
minecraft-3-30-orange-flat-original-l_1106.4	"s4l: 
s4y: 
s4b: 
s4i: 
s4a: 
s4t: 
"	"s4l: like-02
s4y: you
s4b: build-01
s4i: i
s4a: umr-unknown
s4t: today
"
minecraft-3-30-orange-flat-original-l_1106.5	"s5b: 
s5y: 
s5t: 
s5s: 
s5o: 
"	"s5b: build-01
s5y: you
s5t: thing
s5s: string-entity
s5o: orange
"
minecraft-3-30-orange-flat-original-l_1106.6	"s6p: 
s6b: 
s6b2: 
s6o: 
s6s: 
s6c: 
"	"s6p: put-down-17
s6b: builder
s6b2: block
s6o: orange
s6s: space
s6c: cartesian-coordinate-entity
"
minecraft-3-30-orange-flat-original-l_1106.7	"s7p: 
s7b: 
s7b2: 
s7o: 
s7s: 
s7c: 
"	"s7p: put-down-17
s7b: builder
s7b2: block
s7o: orange
s7s: space
s7c: cartesian-coordinate-entity
"
minecraft-3-30-orange-flat-original-l_1106.8	"s8p: 
s8b: 
s8b2: 
s8o: 
s8s: 
s8c: 
"	"s8p: put-down-17
s8b: builder
s8b2: block
s8o: orange
s8s: space
s8c: cartesian-coordinate-entity
"
minecraft-3-30-orange-flat-original-l_1106.9	"s9r: 
s9t: 
s9r2: 
"	"s9r: resemble-91
s9t: this
s9r2: request-confirmation-91
"
minecraft-3-30-orange-flat-original-l_1106.9	"s9r: 
s9t: 
s9r2: 
"	"s9r: resemble-91
s9t: this
s9r2: request-confirmation-91
"
minecraft-3-30-orange-flat-original-l_1106.10	"s10t: 
s10y: 
s10i2: 
s10s: 
s10o: 
"	"s10t: turn-01
s10y: you
s10i2: it
s10s: side
s10o: on-04
"
minecraft-3-30-orange-flat-original-l_1106.10	"s10t: 
s10y: 
s10i2: 
s10s: 
s10o: 
"	"s10t: turn-01
s10y: you
s10i2: it
s10s: side
s10o: on-04
"
minecraft-3-30-orange-flat-original-l_1106.11	"s11p: 
s11b: 
s11b2: 
s11o: 
s11s: 
s11c: 
"	"s11p: pick-up-04
s11b: builder
s11b2: block
s11o: orange
s11s: space
s11c: cartesian-coordinate-entity
"
minecraft-3-30-orange-flat-original-l_1106.12	"s12p: 
s12b: 
s12b2: 
s12o: 
s12s: 
s12c: 
"	"s12p: put-down-17
s12b: builder
s12b2: block
s12o: orange
s12s: space
s12c: cartesian-coordinate-entity
"
minecraft-3-30-orange-flat-original-l_1106.13	"s13p: 
"	"s13p: perfect-02
"
minecraft-3-30-orange-flat-original-l_1106.14	"s14s: 
s14t: 
s14a: 
"	"s14s: say-01
s14t: thank-01
s14a: architect
"
minecraft-3-30-orange-flat-original-l_1106.14	"s14s: 
s14t: 
s14a: 
"	"s14s: say-01
s14t: thank-01
s14a: architect
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.1	"s1s: 
s1m: 
"	"s1s: start-01
s1m: mission-01
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.1	"s1s: 
s1m: 
"	"s1s: start-01
s1m: mission-01
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.2	"s2p: 
s2y: 
s2b: 
s2o: 
s2s: 
s2f: 
s2d: 
s2s2: 
s2e: 
s2l: 
s2c: 
s2b2: 
"	"s2p: put-01
s2y: you
s2b: block
s2o: orange
s2s: space
s2f: from-boundary-01
s2d: distance-quantity
s2s2: square
s2e: edge
s2l: left-24
s2c: cartesian-framework-91
s2b2: builder
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.2	"s2p: 
s2y: 
s2b: 
s2o: 
s2s: 
s2f: 
s2d: 
s2s2: 
s2e: 
s2l: 
s2c: 
s2b2: 
"	"s2p: put-01
s2y: you
s2b: block
s2o: orange
s2s: space
s2f: from-boundary-01
s2d: distance-quantity
s2s2: square
s2e: edge
s2l: left-24
s2c: cartesian-framework-91
s2b2: builder
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.2	"s2p: 
s2y: 
s2b: 
s2o: 
s2s: 
s2f: 
s2d: 
s2s2: 
s2e: 
s2l: 
s2c: 
s2b2: 
"	"s2p: put-01
s2y: you
s2b: block
s2o: orange
s2s: space
s2f: from-boundary-01
s2d: distance-quantity
s2s2: square
s2e: edge
s2l: left-24
s2c: cartesian-framework-91
s2b2: builder
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.2	"s2p: 
s2y: 
s2b: 
s2o: 
s2s: 
s2f: 
s2d: 
s2s2: 
s2e: 
s2l: 
s2c: 
s2b2: 
"	"s2p: put-01
s2y: you
s2b: block
s2o: orange
s2s: space
s2f: from-boundary-01
s2d: distance-quantity
s2s2: square
s2e: edge
s2l: left-24
s2c: cartesian-framework-91
s2b2: builder
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.3	"s3p: 
s3b: 
s3b2: 
s3o: 
s3s: 
s3c: 
"	"s3p: put-down-17
s3b: builder
s3b2: block
s3o: orange
s3s: space
s3c: cartesian-coordinate-entity
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.4	"s4b: 
s4t: 
s4r: 
"	"s4b: be-destined-for-91
s4t: there
s4r: request-confirmation-91
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.4	"s4b: 
s4t: 
s4r: 
"	"s4b: be-destined-for-91
s4t: there
s4r: request-confirmation-91
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.5	"s5c: 
"	"s5c: confirm-01
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.6	"s6p: 
s6y: 
s6b: 
s6o: 
s6s: 
s6u: 
s6b2: 
s6o2: 
s6c: 
s6b3: 
s6m: 
s6t: 
s6s2: 
s6n: 
"	"s6p: put-01
s6y: you
s6b: block
s6o: orange
s6s: space
s6u: up-03
s6b2: block
s6o2: ordinal-entity
s6c: cartesian-framework-91
s6b3: build-space
s6m: make-01
s6t: thing
s6s2: string-entity
s6n: now
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.6	"s6p: 
s6y: 
s6b: 
s6o: 
s6s: 
s6u: 
s6b2: 
s6o2: 
s6c: 
s6b3: 
s6m: 
s6t: 
s6s2: 
s6n: 
"	"s6p: put-01
s6y: you
s6b: block
s6o: orange
s6s: space
s6u: up-03
s6b2: block
s6o2: ordinal-entity
s6c: cartesian-framework-91
s6b3: build-space
s6m: make-01
s6t: thing
s6s2: string-entity
s6n: now
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.6	"s6p: 
s6y: 
s6b: 
s6o: 
s6s: 
s6u: 
s6b2: 
s6o2: 
s6c: 
s6b3: 
s6m: 
s6t: 
s6s2: 
s6n: 
"	"s6p: put-01
s6y: you
s6b: block
s6o: orange
s6s: space
s6u: up-03
s6b2: block
s6o2: ordinal-entity
s6c: cartesian-framework-91
s6b3: build-space
s6m: make-01
s6t: thing
s6s2: string-entity
s6n: now
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.6	"s6p: 
s6y: 
s6b: 
s6o: 
s6s: 
s6u: 
s6b2: 
s6o2: 
s6c: 
s6b3: 
s6m: 
s6t: 
s6s2: 
s6n: 
"	"s6p: put-01
s6y: you
s6b: block
s6o: orange
s6s: space
s6u: up-03
s6b2: block
s6o2: ordinal-entity
s6c: cartesian-framework-91
s6b3: build-space
s6m: make-01
s6t: thing
s6s2: string-entity
s6n: now
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.7	"s7m: 
s7y: 
s7u: 
s7v: 
s7c: 
s7b: 
s7a: 
"	"s7m: mean-01
s7y: you
s7u: up-03
s7v: vertical-01
s7c: cartesian-framework-91
s7b: build-space
s7a: umr-unknown
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.7	"s7m: 
s7y: 
s7u: 
s7v: 
s7c: 
s7b: 
s7a: 
"	"s7m: mean-01
s7y: you
s7u: up-03
s7v: vertical-01
s7c: cartesian-framework-91
s7b: build-space
s7a: umr-unknown
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.7	"s7m: 
s7y: 
s7u: 
s7v: 
s7c: 
s7b: 
s7a: 
"	"s7m: mean-01
s7y: you
s7u: up-03
s7v: vertical-01
s7c: cartesian-framework-91
s7b: build-space
s7a: umr-unknown
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.7	"s7m: 
s7y: 
s7u: 
s7v: 
s7c: 
s7b: 
s7a: 
"	"s7m: mean-01
s7y: you
s7u: up-03
s7v: vertical-01
s7c: cartesian-framework-91
s7b: build-space
s7a: umr-unknown
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.8	"s8a: 
s8p: 
s8y: 
s8b: 
s8s: 
s8o: 
s8b2: 
s8o2: 
s8c: 
s8b3: 
s8d: 
s8o3: 
s8m: 
s8t: 
"	"s8a: and
s8p: put-01
s8y: you
s8b: block
s8s: space
s8o: on-top-03
s8b2: block
s8o2: ordinal-entity
s8c: cartesian-framework-91
s8b3: build-space
s8d: delete-01
s8o3: one
s8m: middle-01
s8t: then
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.8	"s8a: 
s8p: 
s8y: 
s8b: 
s8s: 
s8o: 
s8b2: 
s8o2: 
s8c: 
s8b3: 
s8d: 
s8o3: 
s8m: 
s8t: 
"	"s8a: and
s8p: put-01
s8y: you
s8b: block
s8s: space
s8o: on-top-03
s8b2: block
s8o2: ordinal-entity
s8c: cartesian-framework-91
s8b3: build-space
s8d: delete-01
s8o3: one
s8m: middle-01
s8t: then
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.8	"s8a: 
s8p: 
s8y: 
s8b: 
s8s: 
s8o: 
s8b2: 
s8o2: 
s8c: 
s8b3: 
s8d: 
s8o3: 
s8m: 
s8t: 
"	"s8a: and
s8p: put-01
s8y: you
s8b: block
s8s: space
s8o: on-top-03
s8b2: block
s8o2: ordinal-entity
s8c: cartesian-framework-91
s8b3: build-space
s8d: delete-01
s8o3: one
s8m: middle-01
s8t: then
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.8	"s8a: 
s8p: 
s8y: 
s8b: 
s8s: 
s8o: 
s8b2: 
s8o2: 
s8c: 
s8b3: 
s8d: 
s8o3: 
s8m: 
s8t: 
"	"s8a: and
s8p: put-01
s8y: you
s8b: block
s8s: space
s8o: on-top-03
s8b2: block
s8o2: ordinal-entity
s8c: cartesian-framework-91
s8b3: build-space
s8d: delete-01
s8o3: one
s8m: middle-01
s8t: then
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.8	"s8a: 
s8p: 
s8y: 
s8b: 
s8s: 
s8o: 
s8b2: 
s8o2: 
s8c: 
s8b3: 
s8d: 
s8o3: 
s8m: 
s8t: 
"	"s8a: and
s8p: put-01
s8y: you
s8b: block
s8s: space
s8o: on-top-03
s8b2: block
s8o2: ordinal-entity
s8c: cartesian-framework-91
s8b3: build-space
s8d: delete-01
s8o3: one
s8m: middle-01
s8t: then
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.9	"s9o: 
"	"s9o: okay-04
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.10	"s10p: 
s10b: 
s10b2: 
s10o: 
s10s: 
s10c: 
"	"s10p: put-down-17
s10b: builder
s10b2: block
s10o: orange
s10s: space
s10c: cartesian-coordinate-entity
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.11	"s11p: 
s11b: 
s11b2: 
s11o: 
s11s: 
s11c: 
"	"s11p: put-down-17
s11b: builder
s11b2: block
s11o: orange
s11s: space
s11c: cartesian-coordinate-entity
"
minecraft-4-9-connected-diamonds-with-missing-blocks-B37-A46_1260.12	"s12p: 
s12b: 
s12b2: 
s12o: 
s12s: 
s12c: 
"	"s12p: put-down-17
s12b: builder
s12b2: block
s12o: orange
s12s: space
s12c: cartesian-coordinate-entity
"
